record_date,monthly_expenses_usd,monthly_income_usd,savings_usd,monthly_emi_usd,debt_to_income_ratio,credit_score
2022-07-24,4044.31,5941.33,627932.37,0.0,0.0,795
2024-09-21,2600.48,4160.19,304112.87,7357.87,1.77,647
2022-01-22,2505.73,6094.81,254189.44,446.19,0.07,513
2024-01-28,1147.79,1378.8,134958.65,2185.12,1.58,375
2023-07-27,465.7,755.48,55355.88,5389.4,7.13,359
2023-12-31,1729.94,2070.31,86021.62,383.68,0.19,525
2024-09-12,1976.72,6541.84,450000.13,0.0,0.0,554
2023-02-03,4127.93,4940.13,168535.03,9167.39,1.86,315
2022-04-12,1601.12,3517.16,176660.66,9057.58,2.58,509
2022-05-11,4527.94,5224.29,174405.16,0.0,0.0,667
2023-02-25,1502.75,2828.11,199563.56,0.0,0.0,679
2024-02-12,3397.89,4216.12,271885.63,0.0,0.0,503
2022-08-31,1484.66,4720.32,44044.13,0.0,0.0,469
2024-03-31,1663.84,4637.36,484717.54,0.0,0.0,500
2024-09-11,1685.87,4066.33,454782.25,0.0,0.0,643
2023-07-29,1397.74,3901.59,223980.3,0.0,0.0,667
2023-04-07,5342.99,6508.73,16561.13,0.0,0.0,663
2024-07-22,3046.25,7143.57,339057.98,0.0,0.0,378
2021-10-23,1466.36,3797.64,399906.22,0.0,0.0,339
2022-12-22,3940.05,6943.53,68579.43,0.0,0.0,771
2023-10-21,1001.51,2885.42,215971.99,0.0,0.0,747
2021-11-27,1451.12,2521.31,206096.41,0.0,0.0,459
2021-08-19,2172.8,2486.35,216022.3,0.0,0.0,363
2024-01-06,269.94,500.0,55633.85,8674.81,17.35,818
2023-01-14,2106.59,3221.4,82075.04,0.0,0.0,357
2025-03-05,1633.09,2255.83,268012.19,426.51,0.19,416
2022-12-10,4783.43,6002.47,495023.32,0.0,0.0,671
2024-04-27,2007.52,6233.82,226932.41,6567.9,1.05,503
2022-07-09,2394.98,6670.43,461093.41,0.0,0.0,443
2025-05-04,4170.18,5766.18,196645.99,2918.53,0.51,376
2022-10-10,1184.45,1592.53,10978.49,1720.33,1.08,308
2024-01-25,1065.78,2288.25,32033.11,0.0,0.0,746
2024-12-17,2274.47,2762.14,305054.29,6145.97,2.23,351
2021-10-19,1519.69,2345.88,70918.06,3142.27,1.34,632
2024-12-03,3122.84,5746.68,53447.18,0.0,0.0,726
2025-04-25,1707.08,2056.65,11331.94,0.0,0.0,754
2024-08-21,1556.76,2997.69,65805.55,0.0,0.0,325
2022-05-11,1397.02,2044.67,93791.95,0.0,0.0,773
2022-07-26,2529.19,5255.32,145036.18,0.0,0.0,599
2023-05-13,572.54,1823.91,171857.61,11279.73,6.18,554
2021-12-02,1789.06,5408.39,595966.84,0.0,0.0,702
2023-01-21,1437.29,2561.1,47530.5,0.0,0.0,408
2024-10-04,1545.25,3816.84,388378.33,0.0,0.0,840
2024-03-29,5394.12,6472.22,323896.33,0.0,0.0,518
2024-06-02,1044.26,3478.94,280111.78,0.0,0.0,391
2023-11-10,2791.86,3106.94,134955.19,2253.08,0.73,813
2021-10-07,901.68,2362.4,66829.39,0.0,0.0,535
2024-03-20,1140.83,2019.84,239069.24,16746.99,8.29,652
2022-04-09,2380.34,4245.06,380661.42,0.0,0.0,567
2024-06-22,3131.16,5203.15,29690.66,0.0,0.0,840
2023-05-05,1753.88,2207.33,227671.92,0.0,0.0,742
2021-10-16,655.38,868.83,96889.1,0.0,0.0,471
2022-11-28,3145.47,4714.43,536469.4,0.0,0.0,317
2025-03-25,3390.33,4276.24,418994.94,0.0,0.0,726
2024-05-19,1608.93,4715.86,376557.67,9586.91,2.03,607
2022-06-09,4588.26,5118.1,602642.27,6708.1,1.31,343
2023-03-29,2060.05,2441.66,250904.54,0.0,0.0,326
2025-02-09,982.28,1177.49,32525.7,1707.34,1.45,462
2024-07-26,725.85,1288.02,9720.62,1581.49,1.23,437
2024-08-11,2160.37,3018.35,95743.05,540.36,0.18,347
2025-03-12,2444.41,4418.5,79042.27,0.0,0.0,494
2022-05-24,2689.52,4679.05,436750.67,0.0,0.0,391
2022-03-02,4499.23,5011.58,597380.65,0.0,0.0,337
2022-01-15,2888.35,5111.78,298057.4,0.0,0.0,807
2022-07-09,1504.75,3126.67,55428.71,0.0,0.0,534
2023-10-06,2600.59,3896.54,444443.83,0.0,0.0,378
2024-08-11,2832.41,4444.8,427653.47,0.0,0.0,761
2024-04-15,410.0,500.0,51751.38,0.0,0.0,503
2022-03-25,850.95,2271.1,164838.76,0.0,0.0,828
2025-01-03,2884.62,5251.58,64027.54,0.0,0.0,539
2024-02-28,426.52,1335.29,16483.67,0.0,0.0,480
2023-11-30,4279.05,5752.98,526770.66,0.0,0.0,744
2023-09-20,1612.01,4042.11,254601.19,0.0,0.0,789
2024-01-08,1901.11,3151.75,193165.56,0.0,0.0,424
2025-03-28,1364.11,1688.54,79046.85,0.0,0.0,643
2025-03-11,3021.95,4818.57,324529.97,0.0,0.0,468
2025-05-12,5030.5,7057.09,566655.81,0.0,0.0,647
2021-09-09,3858.1,4607.66,377831.27,0.0,0.0,722
2022-07-22,1982.2,2799.5,165084.27,0.0,0.0,687
2024-06-06,3233.28,8881.14,761071.78,0.0,0.0,447
2023-07-01,4059.96,5829.25,483534.91,2468.02,0.42,827
2024-10-08,6033.15,8455.08,567643.32,2130.69,0.25,309
2025-06-17,4964.33,6924.23,398325.77,9302.1,1.34,733
2021-11-07,915.14,2600.46,67444.09,1494.67,0.57,840
2023-09-06,2671.35,5679.54,60941.53,0.0,0.0,818
2022-02-22,3408.87,4289.1,337547.09,0.0,0.0,649
2022-09-09,4466.66,5118.71,536177.57,1196.19,0.23,363
2025-05-12,1824.81,2475.51,134070.9,8222.59,3.32,486
2024-09-12,1705.21,4879.75,467577.3,0.0,0.0,831
2024-11-07,3573.69,4079.79,96026.63,4174.85,1.02,645
2021-08-06,3551.28,5697.58,114504.94,0.0,0.0,413
2023-09-18,1071.25,3346.31,211016.63,1037.82,0.31,594
2021-12-04,1118.19,3672.53,153658.47,9758.67,2.66,774
2021-10-09,2919.86,5740.17,419405.91,0.0,0.0,692
2024-08-16,5501.1,6602.57,16606.03,0.0,0.0,413
2021-12-09,1586.83,2297.34,97143.04,0.0,0.0,618
2024-10-25,1669.37,2509.42,183996.08,0.0,0.0,439
2024-08-14,1968.06,2702.21,293463.88,0.0,0.0,683
2023-02-15,1576.95,4575.26,156796.08,0.0,0.0,592
2023-11-23,4570.2,5366.64,332453.98,0.0,0.0,468
2023-06-27,1910.49,3725.85,73233.51,0.0,0.0,674
2024-02-26,696.31,2049.87,54163.15,0.0,0.0,647
2025-07-03,428.98,729.69,80477.34,7091.02,9.72,459
2022-03-15,1142.13,2653.81,267809.36,16141.07,6.08,584
2024-12-01,859.25,2225.44,197393.86,0.0,0.0,665
2025-05-07,894.67,1378.72,142215.15,0.0,0.0,455
2021-11-11,3219.35,5956.55,323060.54,0.0,0.0,827
2023-08-14,4352.8,5188.75,463836.47,0.0,0.0,415
2024-05-11,2621.98,5620.06,485459.87,0.0,0.0,365
2022-01-02,2540.52,4241.34,229006.14,32171.91,7.59,322
2025-06-16,2868.86,3234.18,171817.98,6511.69,2.01,385
2025-04-11,3294.5,4480.43,326687.89,6849.6,1.53,720
2024-07-23,1692.46,3441.14,202904.29,3920.29,1.14,333
2022-11-05,1193.43,3653.72,352673.81,3711.03,1.02,517
2022-02-27,2285.67,3943.3,200496.4,0.0,0.0,689
2023-06-30,1037.34,2631.27,232437.73,0.0,0.0,626
2022-02-03,5042.31,7444.28,70836.36,0.0,0.0,545
2023-06-06,3212.84,4267.27,383077.48,3402.25,0.8,589
2023-05-10,3939.73,5973.7,696844.97,2045.15,0.34,441
2022-06-05,1660.96,2377.04,24669.12,7456.86,3.14,425
2024-04-09,5356.61,6127.18,665737.05,0.0,0.0,397
2024-02-20,4800.05,5660.61,405878.76,2055.51,0.36,387
2025-01-16,1599.23,4977.56,160141.12,141.23,0.03,630
2021-09-03,2129.82,5333.78,371157.83,0.0,0.0,699
2023-12-02,2609.78,3969.55,165581.03,0.0,0.0,792
2022-12-10,2668.77,6202.32,672910.65,17414.64,2.81,799
2023-12-22,1513.65,3920.29,10522.51,0.0,0.0,667
2023-09-10,1853.53,2678.83,294426.41,2463.78,0.92,833
2021-09-25,2316.61,2901.26,260159.53,7458.47,2.57,698
2023-06-07,1453.13,3581.92,323899.98,0.0,0.0,781
2023-05-24,3454.16,4645.33,451745.25,14632.86,3.15,670
2022-10-24,1344.93,2457.06,16926.33,9248.62,3.76,340
2023-01-20,1162.19,2345.35,45094.5,0.0,0.0,312
2024-02-11,2748.33,3600.51,200850.97,0.0,0.0,393
2023-04-16,1408.27,2730.86,247986.83,1405.44,0.51,499
2024-06-08,3136.71,3875.82,332846.36,0.0,0.0,510
2022-08-26,3139.78,4117.52,164433.35,0.0,0.0,422
2022-06-16,356.8,660.38,52240.0,0.0,0.0,829
2025-02-04,1583.44,4800.68,356565.11,17995.97,3.75,703
2022-07-27,875.74,1513.52,93522.89,0.0,0.0,530
2024-10-20,1836.88,5330.15,62121.08,0.0,0.0,786
2024-07-19,1449.78,3005.96,257268.89,0.0,0.0,591
2022-12-30,1701.05,2744.99,23342.69,0.0,0.0,448
2024-04-22,2868.55,3456.38,331223.18,0.0,0.0,838
2022-11-07,1908.09,3450.04,221364.18,0.0,0.0,392
2025-06-18,4458.07,5090.67,231311.92,0.0,0.0,645
2023-12-12,3638.27,5509.24,344224.16,3394.67,0.62,495
2024-09-01,2794.82,3163.91,89211.25,9391.29,2.97,766
2022-12-07,4512.48,5114.63,347841.3,17560.12,3.43,574
2022-10-04,1816.9,4701.65,419410.56,0.0,0.0,455
2021-10-27,661.88,1303.2,16613.5,0.0,0.0,355
2024-04-18,3573.15,6676.44,44925.65,0.0,0.0,507
2023-01-08,547.71,739.14,53485.71,1179.69,1.6,817
2024-09-10,3314.49,5220.65,396911.19,42491.97,8.14,582
2025-05-07,1838.3,2815.32,102535.6,4702.34,1.67,469
2023-10-30,1831.28,2204.5,260829.38,3008.88,1.36,311
2021-10-20,2728.75,4215.76,229925.2,0.0,0.0,833
2024-05-27,3443.57,6151.51,520724.0,4461.51,0.73,465
2023-05-30,1162.74,2236.02,267213.6,5837.38,2.61,499
2023-01-09,4022.82,5693.28,172594.0,10475.81,1.84,353
2022-03-14,4098.5,4972.84,544811.85,1029.47,0.21,789
2022-12-04,1524.99,2129.85,148213.96,0.0,0.0,651
2023-12-08,3592.08,4070.58,435777.41,0.0,0.0,364
2023-07-07,2672.23,5580.62,344113.13,0.0,0.0,575
2025-07-19,1089.08,3542.94,247217.29,0.0,0.0,370
2022-12-22,482.5,1539.91,181616.63,0.0,0.0,773
2022-05-12,6296.54,7772.21,203751.4,0.0,0.0,631
2021-11-28,2557.2,4685.92,113748.67,0.0,0.0,398
2022-09-09,2908.79,4991.44,524511.27,18368.19,3.68,317
2025-05-09,4516.15,6879.68,296886.53,0.0,0.0,835
2021-10-01,3705.27,7009.08,291282.13,0.0,0.0,351
2021-10-11,5205.85,7057.46,238025.57,5431.41,0.77,432
2023-12-09,3396.37,6727.36,720450.49,0.0,0.0,609
2022-07-17,1341.25,3692.87,100763.26,16034.21,4.34,735
2021-08-29,3282.55,3942.29,309604.16,0.0,0.0,528
2022-02-11,6250.52,9275.88,343725.63,0.0,0.0,761
2022-01-24,1401.17,1831.54,59705.84,0.0,0.0,772
2024-07-20,340.76,500.0,2300.28,0.0,0.0,464
2025-04-04,1690.32,4147.68,285732.0,2614.04,0.63,658
2023-03-23,1768.47,3891.59,420856.9,0.0,0.0,708
2023-06-11,4285.45,7094.63,428266.32,229.3,0.03,531
2023-02-17,3280.37,4227.53,426747.7,0.0,0.0,305
2024-07-25,2313.05,3815.29,397661.16,7038.98,1.84,806
2021-08-08,504.09,1118.47,26456.92,4249.12,3.8,624
2025-03-26,1457.02,2003.72,23436.93,3659.53,1.83,505
2022-11-22,1646.53,3333.85,136844.0,0.0,0.0,762
2021-10-24,2913.87,3741.1,198409.83,0.0,0.0,577
2025-03-07,1134.98,1928.85,104154.5,0.0,0.0,690
2022-10-25,2121.48,2935.54,91659.99,0.0,0.0,705
2025-02-13,1152.53,3084.95,339382.7,0.0,0.0,482
2025-03-12,3215.7,4943.04,483820.03,0.0,0.0,748
2022-07-14,2509.15,3515.0,327887.87,1716.57,0.49,701
2023-03-12,2285.49,4332.67,103353.78,0.0,0.0,577
2024-10-20,1946.03,3158.93,136134.79,0.0,0.0,836
2025-02-11,231.02,500.0,35275.75,3809.23,7.62,541
2024-02-15,3318.13,4992.98,385819.54,0.0,0.0,766
2023-12-13,1416.03,3077.97,290709.73,0.0,0.0,450
2023-07-02,4109.63,4899.37,224225.72,30722.03,6.27,775
2023-12-17,1437.61,1665.58,98708.9,0.0,0.0,790
2021-09-14,2764.51,4694.4,354788.99,0.0,0.0,546
2022-06-30,2014.24,6121.46,378276.1,0.0,0.0,775
2021-10-03,337.97,1061.63,39488.08,4472.56,4.21,584
2023-01-01,2992.88,3788.19,393785.91,0.0,0.0,458
2025-01-25,1406.68,4590.13,425584.24,2474.07,0.54,777
2021-11-15,4957.64,6869.85,526373.87,3426.28,0.5,589
2021-08-22,228.73,500.0,43485.87,20746.56,41.49,654
2024-11-19,2573.21,3236.39,87578.42,0.0,0.0,357
2024-11-21,715.5,1340.6,27099.11,0.0,0.0,633
2023-08-05,1766.64,4387.95,203413.49,0.0,0.0,774
2021-10-02,2446.33,2924.19,137334.27,14444.34,4.94,491
2023-04-23,1973.18,4462.31,497906.34,0.0,0.0,571
2021-08-03,1824.66,4277.99,149708.26,0.0,0.0,575
2025-04-09,1043.13,2129.71,218358.92,0.0,0.0,609
2025-04-12,1980.14,3116.63,373730.36,7799.65,2.5,602
2022-07-19,5093.37,5923.39,619158.65,0.0,0.0,567
2025-01-15,290.37,500.0,24159.3,0.0,0.0,428
2024-12-20,1132.73,3627.8,73085.15,8357.72,2.3,594
2022-02-16,2829.15,7049.91,418994.92,0.0,0.0,697
2024-09-05,2751.08,4108.54,404714.7,5859.64,1.43,577
2024-05-09,5223.6,5837.7,112580.84,0.0,0.0,318
2022-10-08,1972.0,3696.62,347146.88,0.0,0.0,531
2024-06-20,3264.47,5691.27,250543.79,0.0,0.0,635
2023-04-09,3230.79,5745.45,615515.96,0.0,0.0,629
2024-06-26,2111.52,2893.77,99434.81,0.0,0.0,312
2022-04-11,2464.04,5466.34,475069.41,46316.27,8.47,441
2023-11-29,375.85,500.0,20875.38,8757.11,17.51,364
2024-06-30,3278.63,6208.34,90506.18,0.0,0.0,585
2022-02-25,2028.77,4687.49,196085.03,0.0,0.0,685
2023-02-08,628.78,1380.96,7848.4,0.0,0.0,794
2021-09-14,3410.82,5748.31,83585.03,6361.46,1.11,442
2025-07-04,2466.47,4364.52,346756.77,10301.02,2.36,606
2024-01-13,1040.78,3360.33,270000.33,0.0,0.0,643
2024-05-23,4049.97,7615.48,481310.05,0.0,0.0,548
2022-09-18,1471.14,4802.44,183685.94,0.0,0.0,326
2024-09-06,1837.39,4273.53,190165.19,0.0,0.0,725
2022-03-02,1911.54,3227.6,113513.65,0.0,0.0,430
2025-05-26,3409.22,5073.36,439321.24,6376.54,1.26,498
2022-08-08,2710.63,3021.01,145391.71,25183.03,8.34,659
2022-07-15,308.12,500.0,16676.64,6353.5,12.71,416
2025-06-14,1384.46,2632.52,220586.56,18038.55,6.85,798
2025-02-07,718.11,2170.13,240431.92,413.32,0.19,790
2024-04-29,307.57,500.0,46287.42,9892.97,19.79,758
2025-05-20,1195.87,3202.22,19006.12,0.0,0.0,357
2021-10-23,4305.8,5151.83,482591.05,0.0,0.0,645
2023-09-30,4522.81,5249.55,258114.19,0.0,0.0,744
2023-03-04,2940.48,4600.91,380741.31,0.0,0.0,764
2024-04-03,4457.45,7481.56,393286.04,0.0,0.0,676
2025-06-28,1793.79,2755.79,121093.7,6724.8,2.44,799
2022-01-28,6552.63,7902.25,784606.16,1799.02,0.23,642
2023-04-20,2701.9,4722.98,493041.57,8804.41,1.86,626
2024-08-13,2161.03,2959.05,313171.77,0.0,0.0,827
2023-08-13,1683.06,3922.48,316177.58,0.0,0.0,674
2021-12-18,1598.02,4340.24,223049.35,0.0,0.0,795
2023-04-29,1308.18,1749.26,109111.12,0.0,0.0,773
2023-05-24,3089.2,4544.32,216340.35,0.0,0.0,752
2025-04-08,1368.25,2201.46,201801.36,4290.78,1.95,618
2023-04-19,1173.43,2256.09,247644.27,0.0,0.0,432
2022-10-21,797.71,1430.48,93885.32,0.0,0.0,626
2023-07-24,394.28,500.0,23920.37,3087.79,6.18,717
2021-09-19,2971.58,6299.1,701603.86,0.0,0.0,687
2025-01-18,1706.56,5473.58,76185.05,0.0,0.0,645
2022-10-14,4115.11,4895.16,129757.52,0.0,0.0,582
2022-01-23,3783.25,5812.85,138213.91,0.0,0.0,699
2025-05-17,3406.58,4313.0,316308.52,13381.36,3.1,459
2022-10-02,2313.35,5083.18,444354.32,0.0,0.0,464
2023-05-01,2315.13,3497.75,287409.13,0.0,0.0,472
2025-04-01,1394.12,2645.85,151007.37,0.0,0.0,433
2023-11-30,2793.52,4516.61,33365.34,5041.62,1.12,427
2022-03-15,1818.53,5082.18,101564.37,0.0,0.0,329
2023-06-12,1772.69,2468.22,124879.42,0.0,0.0,588
2023-09-04,1974.45,2400.21,80313.6,3045.36,1.27,496
2021-11-25,1868.28,3482.62,220914.77,0.0,0.0,524
2022-11-22,2878.35,4106.46,447115.55,16875.39,4.11,683
2022-05-29,1648.63,3883.87,332612.47,0.0,0.0,449
2022-07-20,851.59,1078.49,88885.34,0.0,0.0,725
2022-03-12,3203.86,4348.66,391388.75,0.0,0.0,790
2022-12-31,2199.15,2645.31,219852.83,0.0,0.0,627
2022-10-18,3021.78,4173.92,454768.83,0.0,0.0,709
2024-04-08,2518.58,4714.69,78568.96,0.0,0.0,770
2024-11-02,1814.08,5219.89,192385.0,0.0,0.0,676
2023-10-27,1959.75,5407.02,32543.81,0.0,0.0,615
2022-07-12,7714.46,9050.74,821869.19,0.0,0.0,620
2022-09-09,5525.58,6276.74,280152.86,0.0,0.0,317
2021-09-22,4635.73,6444.83,299784.71,0.0,0.0,759
2022-07-07,5219.04,6170.02,353271.77,5792.39,0.94,636
2022-11-07,3324.01,6892.15,241826.14,0.0,0.0,573
2024-11-28,2370.32,3818.95,85392.27,0.0,0.0,450
2024-03-01,2051.76,5198.42,503665.27,11475.87,2.21,581
2022-01-05,5142.21,6524.59,713602.4,0.0,0.0,474
2024-07-25,5858.48,7849.79,477010.82,0.0,0.0,519
2022-12-20,402.77,1173.61,87380.43,4831.28,4.12,477
2024-06-23,5033.65,6743.46,528992.06,0.0,0.0,302
2024-10-16,5245.65,7407.87,533577.09,728.14,0.1,415
2021-08-01,1188.8,2523.94,117527.01,13007.8,5.15,516
2021-08-27,2228.33,4805.95,24354.1,6261.39,1.3,817
2022-07-14,2294.11,3384.02,67538.7,0.0,0.0,588
2022-01-27,1578.15,2212.56,43454.94,4837.78,2.19,630
2023-06-19,2296.42,5128.77,297740.55,0.0,0.0,808
2024-03-23,2565.16,4409.5,419249.52,4417.22,1.0,764
2021-09-09,2104.98,4793.59,181421.82,14534.6,3.03,544
2023-03-13,1324.63,2528.88,127112.93,12750.25,5.04,428
2023-05-01,3610.23,5698.66,452158.31,9267.46,1.63,646
2023-06-09,2859.55,4173.49,116089.21,0.0,0.0,822
2025-07-22,2317.41,3749.29,114223.86,0.0,0.0,301
2025-01-21,1401.72,1715.85,35301.02,0.0,0.0,394
2024-04-01,4653.79,5430.33,507088.08,0.0,0.0,843
2022-04-13,4140.49,7307.04,137845.58,0.0,0.0,676
2022-09-23,4231.37,4959.81,539905.96,6398.41,1.29,362
2024-02-14,1415.01,2591.63,301219.51,10176.49,3.93,560
2024-11-12,1926.62,4370.28,26836.18,0.0,0.0,646
2024-05-12,1467.04,2326.53,97812.79,26682.4,11.47,814
2024-10-29,2480.9,3859.29,180536.68,4838.78,1.25,824
2025-04-08,1711.49,2888.73,344290.46,0.0,0.0,600
2024-12-22,863.39,1003.38,104369.63,3024.37,3.01,574
2023-05-05,1973.48,2820.0,210145.82,2127.5,0.75,440
2022-09-30,738.37,2453.73,65264.89,0.0,0.0,690
2022-04-29,1060.89,1581.15,172273.16,0.0,0.0,481
2022-08-27,368.22,576.61,26372.67,12133.23,21.04,675
2021-07-30,2149.65,4075.25,172767.53,0.0,0.0,749
2023-06-13,1732.58,4435.95,401423.36,17535.39,3.95,489
2025-01-12,1850.12,4670.75,377833.04,7641.81,1.64,580
2025-01-06,1198.0,3542.28,218092.75,3766.01,1.06,455
2023-07-23,3490.24,5403.52,90279.01,7108.78,1.32,810
2024-10-11,2389.71,4188.9,441341.58,0.0,0.0,650
2021-09-24,1694.25,3219.03,133392.37,2767.63,0.86,593
2023-02-26,1137.41,2099.53,18719.21,0.0,0.0,577
2021-10-21,1242.61,2486.67,22120.53,0.0,0.0,785
2023-03-15,3216.88,5998.59,560006.59,209.21,0.03,810
2023-04-21,2034.57,3012.82,131572.06,0.0,0.0,690
2024-10-14,2100.55,5250.53,459216.89,1957.71,0.37,608
2023-12-24,3316.02,4246.57,334248.21,2949.12,0.69,449
2021-11-07,4211.51,4752.4,369994.25,0.0,0.0,490
2024-08-03,431.6,1218.89,73674.45,0.0,0.0,556
2024-01-24,2891.89,6595.64,734975.03,0.0,0.0,813
2022-06-27,2750.59,6176.39,708211.49,13911.56,2.25,395
2022-12-01,1761.7,5872.21,103006.59,21576.65,3.67,804
2022-01-10,2146.58,5817.44,235200.52,0.0,0.0,393
2022-11-21,1805.39,5664.99,158529.48,0.0,0.0,534
2022-08-12,4956.4,7942.6,174904.47,0.0,0.0,800
2023-11-02,2720.49,6762.26,371421.21,40610.45,6.01,732
2022-03-23,3746.43,7060.94,236174.75,281.08,0.04,368
2022-08-19,5455.19,7199.94,403883.17,3491.74,0.48,672
2023-10-01,679.25,1477.78,126059.86,312.44,0.21,565
2022-08-03,2060.01,4560.76,83318.7,8546.71,1.87,366
2025-03-10,2563.99,3751.26,5353.93,0.0,0.0,483
2025-04-30,3572.05,4321.85,406587.25,0.0,0.0,558
2025-04-10,1187.22,3872.96,406719.61,0.0,0.0,838
2022-03-06,3075.08,4089.74,299544.64,0.0,0.0,748
2022-01-05,2197.22,3610.91,265025.15,0.0,0.0,689
2024-06-14,2041.48,6787.78,191372.32,0.0,0.0,820
2025-03-18,2575.91,4190.48,422533.42,29544.94,7.05,313
2022-03-10,2805.27,4164.07,154170.45,0.0,0.0,632
2025-01-10,3826.82,4419.73,416669.6,0.0,0.0,527
2024-09-30,5017.3,8259.83,113543.06,0.0,0.0,554
2025-04-27,3892.23,5110.57,432401.01,5902.34,1.15,846
2023-12-25,2260.45,2677.64,187929.8,0.0,0.0,404
2022-05-22,3688.4,5497.47,470817.4,0.0,0.0,822
2024-02-08,1549.63,3538.75,157306.37,0.0,0.0,410
2022-09-28,4830.43,5682.24,647139.79,0.0,0.0,709
2024-12-17,3003.95,5199.26,356542.69,0.0,0.0,583
2025-07-21,311.08,562.33,20287.75,0.0,0.0,329
2021-08-04,3913.08,4698.66,29741.81,0.0,0.0,597
2022-12-29,1642.04,2378.69,259481.39,0.0,0.0,305
2023-06-01,2044.7,3437.68,137603.94,3337.49,0.97,722
2022-05-15,1658.81,4595.77,321579.4,15562.29,3.39,738
2024-01-08,1683.91,2456.9,132961.16,22296.99,9.08,742
2021-11-29,3610.4,7158.81,708095.59,738.94,0.1,325
2025-07-22,3729.95,6068.64,355863.52,1958.48,0.32,721
2022-07-07,343.91,859.8,41238.4,3743.47,4.35,703
2024-06-19,421.54,500.0,55533.39,1630.09,3.26,766
2022-09-02,2319.21,2669.2,37874.32,0.0,0.0,658
2023-05-09,4713.66,7416.07,547357.61,6023.96,0.81,632
2022-03-16,3760.67,4800.27,263554.89,0.0,0.0,334
2025-07-15,2766.79,6447.8,151145.73,0.0,0.0,670
2022-06-16,3090.06,6383.69,292675.9,13315.52,2.09,488
2025-03-26,4493.36,5764.99,178237.32,0.0,0.0,710
2023-05-21,633.06,1768.98,94035.15,0.0,0.0,790
2021-09-05,4249.27,6573.29,402694.97,11015.13,1.68,603
2025-04-15,3062.76,5460.98,110626.09,14796.43,2.71,334
2023-09-27,3642.68,5159.84,579218.37,0.0,0.0,404
2024-05-07,1785.21,2060.58,183218.82,44172.39,21.44,328
2024-01-22,1440.21,2119.57,170068.4,0.0,0.0,762
2023-03-05,1406.0,2991.98,175672.26,0.0,0.0,545
2024-07-06,2390.37,4310.87,408985.81,0.0,0.0,661
2024-10-26,2026.28,3144.84,101256.84,5935.88,1.89,707
2024-10-29,1167.06,1930.13,125076.01,2740.21,1.42,848
2022-12-22,1722.02,3694.01,423053.46,0.0,0.0,730
2023-12-18,2324.09,4888.7,314210.66,0.0,0.0,351
2022-05-04,1830.15,4840.33,66568.96,0.0,0.0,838
2022-02-23,2152.23,5558.98,581555.21,0.0,0.0,509
2023-07-17,3776.2,4211.74,270517.21,3307.92,0.79,724
2022-07-23,5065.55,7204.64,763483.1,19139.05,2.66,593
2025-03-04,2010.41,4610.41,273845.06,0.0,0.0,416
2022-06-24,1489.76,3252.37,247737.11,8110.07,2.49,586
2024-10-29,2133.59,4441.77,446947.87,0.0,0.0,459
2025-07-02,1340.28,3894.22,335840.42,0.0,0.0,536
2023-04-13,1253.47,2547.11,298831.94,0.0,0.0,316
2021-10-29,415.99,1120.65,67377.16,0.0,0.0,511
2024-12-21,3080.09,6848.17,507588.57,0.0,0.0,441
2022-02-28,2941.48,4699.37,553788.67,0.0,0.0,723
2022-06-22,3218.94,4617.08,273109.17,0.0,0.0,537
2022-01-06,2772.76,7084.77,241603.57,0.0,0.0,519
2021-07-30,2701.36,6125.59,682094.76,0.0,0.0,324
2024-02-13,2141.76,2496.37,39143.83,5099.75,2.04,816
2022-01-01,615.92,2006.27,152230.5,3322.66,1.66,480
2024-11-10,2956.32,3319.2,286204.72,0.0,0.0,459
2023-02-15,5186.34,8217.69,405390.5,7057.95,0.86,694
2025-01-05,3389.61,3913.96,441754.69,0.0,0.0,492
2024-03-24,851.49,1921.99,23526.11,0.0,0.0,615
2023-04-25,5010.05,6865.33,621261.72,0.0,0.0,358
2024-07-05,2456.26,4491.13,282805.53,0.0,0.0,835
2022-03-08,2266.24,3999.12,123845.9,0.0,0.0,458
2025-01-28,4038.98,5404.58,377163.22,2305.91,0.43,322
2022-02-13,3334.07,5029.27,600721.47,0.0,0.0,691
2025-06-10,3473.83,5369.85,65952.7,1592.56,0.3,775
2023-03-13,2384.61,6514.27,52016.2,0.0,0.0,769
2024-04-01,1267.48,3970.32,248663.21,0.0,0.0,738
2024-06-17,3309.3,5015.22,582848.4,0.0,0.0,405
2022-01-18,4091.11,6585.48,559191.37,0.0,0.0,515
2022-02-22,3020.24,3562.44,100212.89,0.0,0.0,738
2023-01-25,433.56,500.0,42406.32,993.28,1.99,577
2023-06-16,3347.01,5653.88,426379.91,0.0,0.0,683
2022-12-20,1611.28,2557.03,194768.97,0.0,0.0,509
2024-03-04,357.42,500.0,3220.0,0.0,0.0,337
2025-03-19,1190.41,2643.87,73800.68,0.0,0.0,494
2023-06-22,3631.59,4578.0,83248.34,0.0,0.0,574
2022-08-20,2919.85,3674.29,154741.32,3906.85,1.06,767
2023-08-12,4688.11,5280.72,98784.79,0.0,0.0,451
2021-12-17,1821.08,5523.04,119988.8,1603.57,0.29,630
2023-01-01,2580.82,4128.96,196426.94,0.0,0.0,388
2023-06-10,5798.14,7599.03,635065.8,0.0,0.0,304
2022-09-12,4670.21,5529.15,389172.58,0.0,0.0,832
2024-03-18,418.12,500.0,53036.19,6515.76,13.03,688
